"Keywords"	"Section"	"Description"
"Northern Copperhead"	"Description"	"The Copperhead gets it name from the copper-red color of the top of its head, similar to the color of a penny. The body of the Northern Copperhead is generally a light tan to reddish-tan, with dark brown to reddish-brown bands. These bands are hourglass shaped, being thinner across the spine and wider on the sides of the snake. The inside of the hourglass pattern is usually lighter on the sides of the body. There may often be one or two darker brown marks between the bands on the back of the body, and one inside the bands on the sides of the body. These marks are not as obvious as the banding, and are many times fainter in color or non-existent.
Young Northern Copperheads are patterned like mature Northern Copperheads, but are often grayer in color, and the tip of the tail on young Northern Copperheads is yellow. The yellow tail is used to attract food. It is wiggled in a motion imitating a worm or caterpillar, which attract frogs, lizards, or other prey that the young Northern Copperhead eats.
The Northern Copperhead has elliptical pupils that look like cat's eyes and like all pit vipers, has a heat-sensing pit between the nostril and eye on each side of its head. The Northern Copperhead has a large, triangular head that is wider than the neck when viewed from above."
"Northern Copperhead"	"Distribution"	"In the United States, the Northern Copperhead is found in most of the eastern states including Alabama, Connecticut, Delaware, Georgia, Illinois, Indiana, Iowa, Kentucky, Maryland, Massachusetts, Mississippi, Missouri, New Jersey, New York, North Carolina, Ohio, Pennsylvania, South Carolina, Tennessee, Virginia, and West Virginia."
"Northern Copperhead"	"Notes"	"When the Northern Copperhead is disturbed or feels threatened, it will often coil up its body, and raise its head at a 45-degree angle from the ground in a defensive posture. It will often vibrate its tail when disturbed as well.
The Northern Copperhead is born with the ability to bite and inject venom, and is fully capable of inflicting a venomous bite from birth."
"Northern Copperhead"	"state"	"Alabama,Connecticut,Delaware,Georgia,Illinois,Indiana,Iowa,Kentucky,Maryland,Massachusetts,Mississippi,Missouri,New Jersey,New York,North Carolina,Ohio,Pennsylvania,South Carolina,Tennessee,Virginia,West Virginia"
"Northern Pacific Rattlesnake"	"Class"	"Animals"
"Northern Pacific Rattlesnake"	"Category"	"Snake"
"Northern Pacific Rattlesnake"	"Scientific_name"	"Crotalus oreganus oreganus"
"Northern Pacific Rattlesnake"	"Distribution"	"In the United States, the Northern Pacific Rattlesnake is found in California, Idaho, Oregon, and Washington"
"Northern Pacific Rattlesnake"	"state"	"California,Idaho,Oregon,Washington"
"Nuttalliella"	"Class"	"Bugs"
"Nuttalliella"	"Category"	"Ticks"
"Nuttalliella"	"Clinical_Signs"	"Look of bite: A small bump may appear at the site of the tick bite
Feeling of bite: ick bites often go unnoticed because tick saliva has active compounds that alter or block pain, itch, and immune responses and modulate blood
A total of 2.610 ticks were collected from humans who were admitted to the hospitals with complaints of tick bites in the Southwestern Anatolia Region in the present study. Of these, 1.858 samples were collected from the Aegean Region and the remaining 752 from the Mediterranean Region of the country. The ticks were identified as Hyalomma spp. (78.58%), Rhipicehalus spp. (18.89%), Ixodes spp. (0.88%), Dermacentor spp. (0.77%), Haemaphysalis spp. (0.61%), Argas spp. (0.23%), and Ornithodoros spp. (0.04%). Results indicated that the majority of the ticks were nymphs of Hyalomma spp. (n=1.582). Nymphal stage was most commonly encountered from the Aegean Region and the Mediterranean Region with a prevalence of 46.13% (n=1.204) and 14.48% (n=378) respectively. Within the collected adult ticks (n=913), the majority of the samples were identified as H. marginatum (n=233, 26.09%)."
"Nuttalliella"	"Treatment"	"Cure: This comprehensive review explores the field of anti-tick vaccines, addressing their significance in combating tick-borne diseases of public health concern. The main objectives are to provide a brief epidemiology of diseases affecting humans and a thorough understanding of tick biology, traditional tick control methods, the development and mechanisms of anti-tick vaccines, their efficacy in field applications, associated challenges, and future prospects. Tick-borne diseases (TBDs) pose a significant and escalating threat to global health and the livestock industries due to the widespread distribution of ticks and the multitude of pathogens they transmit. Traditional tick control methods, such as acaricides and repellents, have limitations, including environmental concerns and the emergence of tick resistance. Anti-tick vaccines offer a promising alternative by targeting specific tick proteins crucial for feeding and pathogen transmission. Developing vaccines with antigens based on these essential proteins is likely to disrupt these processes. Indeed, anti-tick vaccines have shown efficacy in laboratory and field trials successfully implemented in livestock, reducing the prevalence of TBDs. However, some challenges still remain, including vaccine efficacy on different hosts, polymorphisms in ticks of the same species, and the economic considerations of adopting large-scale vaccine strategies. Emerging technologies and approaches hold promise for improving anti-tick vaccine development and expanding their impact on public health and agriculture."
"Ohio Buckeye"	"Class"	"Plants"
"Ohio Buckeye"	"Category"	"Plants"
"Ohio Buckeye"	"Scientific_name"	"Aesculus glabra Willd"
"Ohio Buckeye"	"Other_name"	"Horse Chestnut"
"Ohio Buckeye"	"Description"	"A tree which reaches a maximum height of 50-70 feet with a rough bark that has disagreeable odor. The leaves are made up of 5 rather large, leaf-like leaflets set like the fingers or a hand, at the end of the leafstalk.
Blossoms: Large clusters of pale yellowish-green blossoms appear at the ends of the branches. They are usually seen in May after the leaves appear.
Fruit: A globular, spine-roughened capsule which contains 1-3 large glossy chocolate-colored nuts each with a large whitish scar. "
"Ohio Buckeye"	"Clinical_Signs"	"In simple stomached animals, vomiting and gastroenteritis are the primary effects of the toxic glycoside."
"Ohio Buckeye"	"Toxic_Principle"	"Glycosides, especially a glycosidic saponin called aesculin and possibly a narcotic alkaloid. Note: Glycoside is defined as a molecule containing a carbohydrate (sugar) moiety, particularly any such natural product in plants."
"Ohio Buckeye"	"Conditions_of_Poisoning"	"Sprouts, leaves, and nuts of the plant are reported to have caused illness or death in cattle, sheep, and pigs when these animals were pastured where sprouts were present and where other forage was scarce. Especially poisonous are the young sprouts and the seeds. Poisoning does not always follow when animals feed on the tree. In experimental feeding, symptoms of poisoning appeared in only a small number of the animals."
"Ohio Buckeye"	"Control"	"Until grass or other forage is abundant, animals should not be allowed to graze in woodland pastures where there are buckeye sprouts. Sprouts and seedlings should be grubbed out of pastures. If the trees are few, as they usually are, it may be advisable to collect the nuts in order to keep hogs from getting them. The tree has little commercial value, but since it is uncommon, it should not be unnecessarily destroyed. "
"Ohio Buckeye"	"Animals_Affected"	"Cattle, sheep, pigs, goats"
"Ohio Buckeye"	"Distribution"	"The buckeye grows in woods throughout Illinois, preferring rich, moist soils. In the northern part of the state it is infrequent. Southward it is more common, but nowhere in Illinois does it occur other than as an occasional tree. "
"Ohio Buckeye"	"state"	"Illinois"
"Ohio Buckeye"	"References_Used"	"Knight, A. P., & Walter, R. G. (2001). A guide to plant poisoning of animals in North America. Jackson, Wyo.: Teton NewMedia."
"Oleander"	"Class"	"Plants"
"Oleander"	"Category"	"Plants"
"Oleander"	"Scientific_name"	"Nerium oleander"
"Oleander"	"Description"	"Oleander is an ornamental evergreen shrub that can grow to approximately 20 feet tall. Its leaves are simple and narrowly lanceoleate, and 3-10 inches long. Its flowers are tubular with five or more petals and are commonly pink, red, purple, or white. The fruit pods contain many seeds, each with a tuft of hair to aid in dispersal."
"Oleander"	"Clinical_Signs"	"Nausea, vomiting, drooling, abdominal pain, diarrhea (possibly bloody), dizziness, slowed or irregular heartbeat, dilation of pupils, drowsiness, death."
"Oleander"	"Toxic_Principle"	"Cardiac glycosides, specifically oleandrin, oleandroside, nerioside, and neriine."
"Oleander"	"Conditions_of_Poisoning"	"All parts of the plant are highly toxic when ingested, and drying does not decrease toxicity. Sap from the plant can cause skin reactions in allergic individuals, and the smoke produced by burning the plant is also toxic. Ingestion is the most common cause of poisoning, and poisoning generally occurs when animals are allowed to graze where oleander is abundantly present. The lethal dose of green oleander leaves for horses and cattle is 0.005% of the total body weight, and the minimum lethal dose for cattle is 50 mg/kg of body weight. Horses that were given 40mg/kg of body weight consistently developed severe gastrointestinal and cardiac signs of poisoning."
"Oleander"	"Control"	"Oleander plants can be removed by cutting the branches back and digging out the roots, but full removal may take time as any missed roots will continue to send up new shoots. Oleander is fast growing and tenacious, so any areas where a plant has been removed should be closely monitored for new growth and shoots should be cut back quickly. Caution should be used when pruning or removing oleander plants due to the toxic nature of the sap. Skin should be covered completely while working with the plant, a dust mask is recommended, and cuttings should not be burned."
